-6.051588439941406250e+01,-3.196998596191406250e+00,3.923406004905700684e-01,-6.990901827812194824e-01,-3.758588731288909912e-01,4.290306568145751953e-01,-3.507619798183441162e-01,-7.900466918945312500e-01,2.123196423053741455e-01,6.605197489261627197e-02,
-6.047636413574218750e+01,-3.172677993774414062e+00,4.442492723464965820e-01,-1.170657575130462646e-01,6.509263534098863602e-03,-5.000036954879760742e-01,1.425475776195526123e-01,-1.782327294349670410e-01,5.263165831565856934e-01,1.937512159347534180e-01,
-6.077710723876953125e+01,-3.675324916839599609e+00,9.164787828922271729e-03,-2.689603865146636963e-01,-9.857646375894546509e-02,-7.570167183876037598e-01,-5.528253912925720215e-01,2.981458604335784912e-01,7.896018028259277344e-01,5.833281278610229492e-01,
-6.131476211547851562e+01,-3.581382989883422852e+00,2.918768227100372314e-01,3.004683554172515869e-01,1.044611692428588867e+00,6.134142279624938965e-01,2.798213064670562744e-01,1.496062576770782471e-01,-2.800540626049041748e-01,-7.437797784805297852e-01,
-6.207016754150390625e+01,-3.657095670700073242e+00,-2.178222499787807465e-02,-3.747697770595550537e-01,-6.308210492134094238e-01,-5.806396007537841797e-01,-2.379612475633621216e-01,6.033902615308761597e-02,4.215569794178009033e-01,3.192943930625915527e-01,
-6.161471939086914062e+01,-3.487284421920776367e+00,-3.484059274196624756e-01,-2.892378270626068115e-01,2.104098945856094360e-01,-4.962191581726074219e-01,-5.523937344551086426e-01,-3.779597580432891846e-01,5.383026599884033203e-01,1.689743250608444214e-01,
-6.094540786743164062e+01,-2.970856666564941406e+00,-4.277823567390441895e-01,-7.784121036529541016e-01,1.926550865173339844e-01,-4.306566715240478516e-01,-1.791532486677169800e-01,-1.807139366865158081e-01,4.943849891424179077e-02,-8.951648324728012085e-02,
-6.035262680053710938e+01,-3.638456106185913086e+00,1.707819551229476929e-01,5.810026526451110840e-01,4.576704800128936768e-01,-2.422613501548767090e-01,-4.562994092702865601e-02,9.175404906272888184e-02,-3.474226295948028564e-01,-1.737168431282043457e-01,
-6.113444519042968750e+01,-3.189270973205566406e+00,5.503722429275512695e-01,-3.438207805156707764e-01,-3.429993689060211182e-01,-3.217903077602386475e-01,3.646920323371887207e-01,-3.566257655620574951e-01,1.002228856086730957e-01,-8.011046797037124634e-03,
-6.107306289672851562e+01,-3.521274328231811523e+00,-2.418404221534729004e-01,-2.809068560600280762e-01,-6.613452434539794922e-01,-8.901423215866088867e-01,-3.667614609003067017e-02,-7.438238710165023804e-02,1.122347265481948853e-02,-2.408474087715148926e-01,
